Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[68]     1.9    0.00    0.07      21         Evalinclude_95954 <cycle 1> [68]
                0.00    0.07      21/21          Parsefile_47007 [69]
                0.00    0.00      21/21          Getmodulefile_69013 [391]
                0.00    0.00      42/722502      Addson_33341 [32]
                0.00    0.00      21/82          Splitfilename_16251 [505]
                0.00    0.00      21/448707      Newnodei_33255 [51]
                0.00    0.00      21/1470749     Sonslen_33321 [107]
                0.00    0.00      21/5372235     unsureAsgnRef [71]
                0.00    0.00      21/167         Cmpignorecase_13179 [762]
                                  21             Semstmt_81096 <cycle 1> [400]
-----------------------------------------------
                0.00    0.07      21/21          Evalinclude_95954 <cycle 1> [68]
[69]     1.9    0.00    0.07      21         Parsefile_47007 [69]
                0.00    0.07     699/3492        Complexorsimplestmt_47765 <cycle 11> [101]
                0.00    0.00      60/16025       Simplestmt_47760 [41]
                0.00    0.00     699/722502      Addson_33341 [32]
                0.00    0.00      45/2809        Scancomment_45734 [232]
                0.00    0.00     205/295964      Rawgettok_45285 [52]
                0.00    0.00     159/119483      Getsymbol_45679 [144]
                0.00    0.00      21/83          Openlexer_45279 [501]
                0.00    0.00      42/7719603     newObj [8]
                0.00    0.00      21/21          Llstreamopen_43032 [585]
                0.00    0.00      21/448707      Newnodei_33255 [51]
                0.00    0.00      21/81173       Newnodep_47169 [270]
                0.00    0.00      42/5372235     unsureAsgnRef [71]
                0.00    0.00      21/203         Openfile_2617 [756]
                0.00    0.00      21/83          Llstreamclose_43044 [776]
                0.00    0.00      21/83          Closebaselexer_44030 [774]
                0.00    0.00      21/83          Closelexer_45297 [775]
-----------------------------------------------
                0.00    0.00       8/87558       Rdsetelemloc_109136 [349]
                0.00    0.00       8/87558       Gensetinfo_105706 <cycle 3> [486]
                0.00    0.00      12/87558       Handleconstexpr_110266 <cycle 3> [497]
                0.00    0.00      14/87558       Genblock_110857 <cycle 3> [491]
                0.00    0.00      53/87558       Genprocparams_104492 <cycle 3> [102]
                0.00    0.00      90/87558       Geninitcode_115319 [278]
                0.00    0.00      95/87558       Genstrappend_108397 <cycle 3> [345]
                0.00    0.00     193/87558       Gentypesection_105762 <cycle 3> [357]
                0.00    0.00     200/87558       Genmagicexpr_110095 <cycle 3> [285]
                0.00    0.00     217/87558       Genrecordfieldsaux_104807 <cycle 3> [121]
                0.00    0.00     246/87558       Gettypename_104312 [392]
                0.00    0.00     286/87558       Genbreakstmt_112463 [292]
                0.00    0.00     315/87558       Gettypedescaux_104377 <cycle 3> [99]
                0.00    0.00     317/87558       Genstrconcat_108270 <cycle 3> [240]
                0.00    0.00     319/87558       Getnimtype_105314 [326]
                0.00    0.00     385/87558       Genenuminfo_105621 <cycle 3> [117]
                0.00    0.00     438/87558       Gettempname_104421 [363]
                0.00    0.00     568/87558       Passtoopenarray_109776 <cycle 3> [295]
                0.00    0.00     614/87558       Gentypeinfoauxbase_105333 <cycle 3> [229]
                0.00    0.00     626/87558       Genobjectfields_105393 <cycle 3> [199]
                0.00    0.00     885/87558       Gentypeinfo_105302 <cycle 3> [242]
                0.00    0.00     893/87558       Genwhilestmt_112231 <cycle 3> [176]
                0.00    0.00    1671/87558       Genliteral_106381 <cycle 3> [73]
                0.00    0.00    2118/87558       Getframedecl_114735 [161]
                0.00    0.00    2453/87558       Getnimnode_105306 [195]
                0.00    0.00    2458/87558       Gencheckedrecordfield_107525 <cycle 3> [109]
                0.00    0.00    2601/87558       Gensetnode_106578 <cycle 3> [124]
                0.00    0.00    4332/87558       Gettemp_106073 <cycle 3> [129]
                0.00    0.01    7072/87558       Int32literal_106341 [243]
                0.00    0.01    7138/87558       Getstrlit_106369 <cycle 3> [79]
                0.00    0.01    7908/87558       Getlabel_106298 [169]
                0.00    0.01   10033/87558       Manglename_104270 [116]
                0.00    0.01   10903/87558       Intliteral_106333 [225]
                0.00    0.02   22089/87558       Genlinedir_111762 [57]
[70]     1.9    0.00    0.07   87558         Torope_30054 [70]
                0.00    0.02   87558/1192015     copyString [27]
                0.00    0.02   87558/87581       nimInt64ToStr [132]
                0.00    0.02   87558/7719603     newObj [8]
-----------------------------------------------
                0.00    0.00       1/5372235     Maincommand_129001 [4]
                0.00    0.00       1/5372235     Genmainproc_115225 [401]
                0.00    0.00       1/5372235     Myclose_115513 [16]
                0.00    0.00       1/5372235     Processcompile_80060 <cycle 1> [534]
                0.00    0.00       1/5372235     Addfiletolink_40357 [520]
                0.00    0.00       1/5372235     Addexternalfiletocompile_40354 [639]
                0.00    0.00       1/5372235     Addfiletocompile_40351 [522]
                0.00    0.00       1/5372235     Initiitable_36238 [648]
                0.00    0.00       1/5372235     Extractdir_16257 [641]
                0.00    0.00       2/5372235     Genifexpr_108056 <cycle 3> [545]
                0.00    0.00       2/5372235     Initvars_40378 [577]
                0.00    0.00       2/5372235     astInit [637]
                0.00    0.00       3/5372235     Assignglobalvar_106196 <cycle 3> [464]
                0.00    0.00       4/5372235     Getlib_79526 [572]
                0.00    0.00       4/5372235     Addlinkoption_40363 [621]
                0.00    0.00       5/5372235     Handleconstexpr_110266 <cycle 3> [497]
                0.00    0.00       6/5372235     Processcmdline_131004 [557]
                0.00    0.00       6/5372235     Iitableput_36246 [611]
                0.00    0.00       7/5372235     Finishtrystmt_111873 [569]
                0.00    0.00       7/5372235     Genseqelemappend_108531 <cycle 3> [499]
                0.00    0.00       8/5372235     Gensetinfo_105706 <cycle 3> [486]
                0.00    0.00       9/5372235     Binaryarithoverflow_107235 <cycle 3> [395]
                0.00    0.00      10/5372235     Init_130022 [580]
                0.00    0.00      12/5372235     Semifexpr_89791 <cycle 1> [582]
                0.00    0.00      12/5372235     Remove_21048 [661]
                0.00    0.00      14/5372235     Genblock_110857 <cycle 3> [491]
                0.00    0.00      15/5372235     Getprefixdir_24130 [537]
                0.00    0.00      20/5372235     Genopenarrayelem_107884 <cycle 3> [446]
                0.00    0.00      21/5372235     Evalinclude_95954 <cycle 1> [68]
                0.00    0.00      31/5372235     Genraisestmt_112632 <cycle 3> [375]
                0.00    0.00      33/5372235     Getescapedchar_45629 [519]
                0.00    0.00      36/5372235     Includestr_21069 [554]
                0.00    0.00      42/5372235     Parsefile_47007 [69]
                0.00    0.00      47/5372235     Gentrystmt_113912 <cycle 3> [448]
                0.00    0.00      60/5372235     Getfileheader_115171 [383]
                0.00    0.00      60/5372235     Newcontext_67042 [439]
                0.00    0.00      60/5372235     Initsymtab_36118 [548]
                0.00    0.00      60/5372235     Initnodetable_33284 [547]
                0.00    0.00      60/5372235     Newwriteroperec_30512 [40]
                0.00    0.00      60/5372235     Newcrcfromropeaux_30717 [36]
                0.00    0.00      61/5372235     Shortendir_24239 [451]
                0.00    0.00      61/5372235     Completegeneratedfilepath_24122 [404]
                0.00    0.00      62/5372235     Gensetlengthseq_109036 <cycle 3> [424]
                0.00    0.00      62/5372235     Appendstr_21064 [516]
                0.00    0.00      62/5372235     Prependstr_21074 [517]
                0.00    0.00      70/5372235     Symtabaddat_36139 [342]
                0.00    0.00      76/5372235     Generateheaders_114695 [454]
                0.00    0.00      76/5372235     Getapplicationdir_16202 [492]
                0.00    0.00      78/5372235     Semindirectop_87955 <cycle 1> [452]
                0.00    0.00      80/5372235     Upconv_110681 <cycle 3> [377]
                0.00    0.00      82/5372235     Splitfilename_16251 [505]
                0.00    0.00      83/5372235     Openbaselexer_44024 [624]
                0.00    0.00      87/5372235     Append_21038 [620]
                0.00    0.00      93/5372235     Genconststmt_112052 <cycle 3> [388]
                0.00    0.00     100/5372235     Getstring_45648 [313]
                0.00    0.00     118/5372235     Genconstprototype_106321 <cycle 3> [384]
                0.00    0.00     118/5372235     Initoverloaditer_68060 [224]
                0.00    0.00     119/5372235     Registermoduletomain_115294 [376]
                0.00    0.00     120/5372235     Genobjectinfo_105610 <cycle 3> [350]
                0.00    0.00     120/5372235     Openparser_47027 [485]
                0.00    0.00     120/5372235     Getfiletrunk_24132 [487]
                0.00    0.00     122/5372235     Genarrayelem_107794 <cycle 3> [275]
                0.00    0.00     135/5372235     Gensetnode_106578 <cycle 3> [124]
                0.00    0.00     137/5372235     Binarystmtinexcl_109199 <cycle 3> [373]
                0.00    0.00     138/5372235     Nodetabletestorset_66023 [188]
                0.00    0.00     140/5372235     Downconv_110777 <cycle 3> [426]
                0.00    0.00     144/5372235     Semvar_93117 <cycle 1> [168]
                0.00    0.00     166/5372235     Openlexer_45279 [501]
                0.00    0.00     200/5372235     Genmagicexpr_110095 <cycle 3> [285]
                0.00    0.00     206/5372235     Declareglobalvar_106093 <cycle 3> [389]
                0.00    0.00     222/5372235     Semyield_92951 <cycle 1> [465]
                0.00    0.00     231/5372235     Semconst_93309 <cycle 1> [309]
                0.00    0.00     252/5372235     Genobjectinit_108595 <cycle 3> [298]
                0.00    0.00     275/5372235     Splitpath_16234 [450]
                0.00    0.00     286/5372235     Genbreakstmt_112463 [292]
                0.00    0.00     294/5372235     Semproctypenode_85917 <cycle 1> [55]
                0.00    0.00     319/5372235     Allocmemti_105322 [291]
                0.00    0.00     324/5372235     Genstrappend_108397 <cycle 3> [345]
                0.00    0.00     339/5372235     Gentypeinfo_105302 <cycle 3> [242]
                0.00    0.00     347/5372235     Idtableput_36181 [469]
                0.00    0.00     360/5372235     Initlinkedlist_21034 [588]
                0.00    0.00     414/5372235     Genvarprototype_106317 <cycle 3> [316]
                0.00    0.00     453/5372235     Semincsucc_88242 <cycle 1> [358]
                0.00    0.00     458/5372235     Initidnodetable_33280 [457]
                0.00    0.00     490/5372235     Gettypeforward_104723 <cycle 3> [306]
                0.00    0.00     600/5372235     Genmodule_115390 [361]
                0.00    0.00     751/5372235     Genandor_108012 <cycle 3> [233]
                0.00    0.00     801/5372235     Genreturnstmt_111886 <cycle 3> [257]
                0.00    0.00     810/5372235     Geninitcode_115319 [278]
                0.00    0.00     816/5372235     Semreturn_92732 <cycle 1> [359]
                0.00    0.00     828/5372235     Strtableadd_36067 [97]
                0.00    0.00     933/5372235     Gentypeinfoauxbase_105333 <cycle 3> [229]
                0.00    0.00     998/5372235     Geninop_109235 <cycle 3> [281]
                0.00    0.00    1048/5372235     Genobjectfields_105393 <cycle 3> [199]
                0.00    0.00    1206/5372235     Getcharacter_45672 [398]
                0.00    0.00    1478/5372235     Binarystmt_106895 <cycle 3> [248]
                0.00    0.00    1795/5372235     Genstrconcat_108270 <cycle 3> [240]
                0.00    0.00    2156/5372235     Genprocprototype_106313 <cycle 3> [115]
                0.00    0.00    2480/5372235     Getrecorddesc_105003 <cycle 3> [238]
                0.00    0.00    2538/5372235     Genwhilestmt_112231 <cycle 3> [176]
                0.00    0.00    2624/5372235     Scancomment_45734 [232]
                0.00    0.00    2752/5372235     Lookupinrecordandbuildcheck_88731 <cycle 1> [93]
                0.00    0.00    2917/5372235     Gettypedescaux_104377 <cycle 3> [99]
                0.00    0.00    2955/5372235     Tobitset_64001 [297]
                0.00    0.00    3351/5372235     Genseqelem_107932 <cycle 3> [125]
                0.00    0.00    3460/5372235     Genrawsetdata_106559 [160]
                0.00    0.00    3513/5372235     Genconstsimplelist_111235 <cycle 3> [185]
                0.00    0.00    3569/5372235     Getstrlit_106369 <cycle 3> [79]
                0.00    0.00    3803/5372235     Sembranchexpr_85050 <cycle 1> [260]
                0.00    0.00    4045/5372235     Genenuminfo_105621 <cycle 3> [117]
                0.00    0.00    4236/5372235     Getframedecl_114735 [161]
                0.00    0.00    4452/5372235     Genprocheader_105284 <cycle 3> [128]
                0.00    0.00    4688/5372235     Initvariable_111922 [141]
                0.00    0.00    4929/5372235     Genifstmt_112164 <cycle 3> [76]
                0.00    0.00    5092/5372235     Getnumber_45543 [314]
                0.00    0.00    5132/5372235     Gencheckedrecordfield_107525 <cycle 3> [109]
                0.00    0.00    5447/5372235     Fixlabel_106303 [147]
                0.00    0.00    5880/5372235     Copyidtable_33316 [230]
                0.00    0.00    6253/5372235     Genrefassign_106694 <cycle 3> [131]
                0.00    0.00    7781/5372235     Genordinalcase_113257 <cycle 3> [151]
                0.00    0.00    8385/5372235     Genassignment_106729 <cycle 3> [114]
                0.00    0.00    9373/5372235     Assignlocalvar_106138 <cycle 3> [138]
                0.00    0.00   10415/5372235     Makecstring_103010 [58]
                0.00    0.00   10887/5372235     Semarrayconstr_87316 <cycle 1> [171]
                0.00    0.00   11120/5372235     Genrecordfieldsaux_104807 <cycle 3> [121]
                0.00    0.00   11179/5372235     Fillloc_104133 [259]
                0.00    0.00   12685/5372235     Genrecordfield_107425 <cycle 3> [98]
                0.00    0.00   12792/5372235     Semarrayaccess_89410 <cycle 1> [231]
                0.00    0.00   12996/5372235     Gettemp_106073 <cycle 3> [129]
                0.00    0.00   13906/5372235     Genproc_106325 <cycle 3> [61]
                0.00    0.00   19040/5372235     Initstrtable_33264 [246]
                0.00    0.00   20066/5372235     Manglename_104270 [116]
                0.00    0.00   20532/5372235     Fitnode_84029 [189]
                0.00    0.00   22089/5372235     Genlinedir_111762 [57]
                0.00    0.00   32797/5372235     Getoperator_45691 [286]
                0.00    0.00   33627/5372235     genericAssign <cycle 14> [119]
                0.00    0.00   45720/5372235     Genprocparams_104492 <cycle 3> [102]
                0.00    0.00   56756/5372235     Gencall_108131 <cycle 3> [84]
                0.00    0.00   66216/5372235     Semsetconstr_90008 <cycle 1> [92]
                0.00    0.00   86565/5372235     Lowestexpraux_47406 <cycle 12> [154]
                0.00    0.00  119483/5372235     Getsymbol_45679 [144]
                0.00    0.00  121356/5372235     Putintodest_106874 <cycle 3> [120]
                0.00    0.00  148595/5372235     Matches_83394 [15]
                0.00    0.00  174840/5372235     Initcandidate_82708 [299]
                0.00    0.00  202404/5372235     Initidentiter_36099 [175]
                0.00    0.00  212384/5372235     Intsetput_35577 [74]
                0.00    0.00  254319/5372235     Initidtable_33272 [67]
                0.00    0.00  278942/5372235     Initloc_104122 [78]
                0.00    0.00  445707/5372235     Semdirectcall_83799 <cycle 1> [13]
                0.00    0.00  522620/5372235     Intsetinit_33430 [63]
                0.01    0.00  591928/5372235     Rawgettok_45285 [52]
                0.01    0.00  819904/5372235     Ropef_30071 [17]
                0.01    0.00  847463/5372235     Genericassignaux_10898 <cycle 14> [187]
[71]     1.9    0.05    0.02 5372235         unsureAsgnRef [71]
                0.02    0.00 5372235/5372235     Isonstack_5211 [148]
                0.00    0.00   62169/6202867     Incl_4810 [48]
                0.00    0.00   29342/132397      Add_4624 [662]
-----------------------------------------------
                0.00    0.00       1/71240       Assignlocalvar_106138 <cycle 3> [138]
                0.00    0.00       3/71240       Assignglobalvar_106196 <cycle 3> [464]
                0.00    0.00       7/71240       Finishtrystmt_111873 [569]
                0.00    0.00      14/71240       Gentrystmt_113912 <cycle 3> [448]
                0.00    0.00      34/71240       Upconv_110681 <cycle 3> [377]
                0.00    0.00      59/71240       Genconstprototype_106321 <cycle 3> [384]
                0.00    0.00      60/71240       Generateheaders_114695 [454]
                0.00    0.00     120/71240       Geninitcode_115319 [278]
                0.00    0.00     138/71240       Genvarprototype_106317 <cycle 3> [316]
                0.00    0.00     140/71240       Downconv_110777 <cycle 3> [426]
                0.00    0.00     162/71240       Genobjectinit_108595 <cycle 3> [298]
                0.00    0.00     200/71240       Gettypedescaux_104377 <cycle 3> [99]
                0.00    0.00     248/71240       Genrecordfieldsaux_104807 <cycle 3> [121]
                0.00    0.00     252/71240       Genconstsimplelist_111235 <cycle 3> [185]
                0.00    0.00     499/71240       Geninop_109235 <cycle 3> [281]
                0.00    0.00     801/71240       Genreturnstmt_111886 <cycle 3> [257]
                0.00    0.00     895/71240       Genwhilestmt_112231 <cycle 3> [176]
                0.00    0.00    1103/71240       Genrecordfield_107425 <cycle 3> [98]
                0.00    0.00    1240/71240       Getrecorddesc_105003 <cycle 3> [238]
                0.00    0.00    1753/71240       Genenuminfo_105621 <cycle 3> [117]
                0.00    0.00    3801/71240       Genordinalcase_113257 <cycle 3> [151]
                0.00    0.00    4886/71240       Genproc_106325 <cycle 3> [61]
                0.00    0.01   10033/71240       Manglename_104270 [116]
                0.00    0.01   16246/71240       Genprocparams_104492 <cycle 3> [102]
                0.00    0.02   28545/71240       Gencall_108131 <cycle 3> [84]
[72]     1.8    0.01    0.06   71240         App_30038 [72]
                0.00    0.04  142162/7719603     newObj [8]
                0.00    0.02   71240/1192015     copyString [27]
-----------------------------------------------
                                 148             Genrangechck_109702 <cycle 3> [405]
                               22875             Genliteral_106513 <cycle 3> [695]
[73]     1.8    0.00    0.07   23023         Genliteral_106381 <cycle 3> [73]
                0.00    0.04   12126/182611      Ropef_30071 [17]
                0.00    0.01    8775/10925       Intliteral_106333 [225]
                0.00    0.01    7152/7152        Int32literal_106341 [243]
                0.00    0.01    5132/10311       Nodetabletestorset_66023 [188]
                0.00    0.00   28561/75735       Skipvargenericrange_58092 [211]
                0.00    0.00    1671/87558       Torope_30054 [70]
                0.00    0.00    1911/70355       Torope_30048 [89]
                0.00    0.00      21/10310       Makecstring_103010 [58]
                0.00    0.00      32/32          Toropef_30051 [532]
                                6994             Gettypedesc_105262 <cycle 3> [158]
                                3461             Usemagic_104251 <cycle 3> [226]
                                3461             Getstrlit_106369 <cycle 3> [79]
-----------------------------------------------
                0.00    0.07  213953/213953      Intsetincl_33425 [66]
[74]     1.8    0.00    0.07  213953         Intsetput_35577 [74]
                0.00    0.05  211796/7719603     newObj [8]
                0.00    0.00  232642/6202867     Incl_4810 [48]
                0.00    0.00  212384/5372235     unsureAsgnRef [71]
                0.00    0.00     588/1377940     newSeq [23]
-----------------------------------------------
                0.00    0.01    6270/30823       Instantiatetype_81950 [153]
                0.00    0.05   24553/30823       Implicitconv_83243 [62]
[75]     1.6    0.00    0.06   30823         Iterovertype_58041 [75]
                0.02    0.03   10384/11460       Iterovertypeaux_58498 <cycle 9> [122]
                0.00    0.01   30823/261310      Intsetinit_33430 [63]
                0.00    0.00   30819/602953      Intsetcontainsorincl_33434 [59]
                0.00    0.00    1076/11460       Iterovernode_58505 <cycle 9> [146]
                0.00    0.00   30819/2731339     Sonslen_33324 [219]
                0.00    0.00   30823/215119      Containsgenerictypeiter_81954 [672]
-----------------------------------------------
                                3460             Genstmts_106329 <cycle 3> [110]
[76]     1.6    0.00    0.06    3460         Genifstmt_112164 <cycle 3> [76]
                0.00    0.02    4929/119355      Appf_30076 [19]
                0.00    0.02    4694/5447        Fixlabel_106303 [147]
                0.00    0.02    3460/23140       Genlinedir_111762 [57]
                0.00    0.01    7155/7908        Getlabel_106298 [169]
                0.00    0.00   10615/1470749     Sonslen_33321 [107]
                0.00    0.00    4929/5372235     unsureAsgnRef [71]
                0.00    0.00    3695/138994      Rdloc_106646 [337]
                                4611             Genstmts_106329 <cycle 3> [110]
                                3695             Initlocexpr_106844 <cycle 3> [60]
-----------------------------------------------
                               13582             Expr_106838 <cycle 3> [193]
[77]     1.5    0.01    0.05   13582         Genderef_107317 <cycle 3> [77]
                0.00    0.04   13529/182611      Ropef_30071 [17]
                0.00    0.00   13529/138994      Rdloc_106646 [337]
                0.00    0.00   13582/28314       Maptype_104373 [453]
                0.00    0.00   13529/86535       Skipgeneric_58080 [679]
                               13529             Initlocexpr_106844 <cycle 3> [60]
                               13529             Putintodest_106874 <cycle 3> [120]
                                  53             Expr_106838 <cycle 3> [193]
-----------------------------------------------
                0.00    0.00       2/139471      Gentupleconstr_110489 <cycle 3> [565]
                0.00    0.00       7/139471      Genseqelemappend_108531 <cycle 3> [499]
                0.00    0.00      25/139471      Gennewseq_108667 <cycle 3> [472]
                0.00    0.00      42/139471      Genseqconstr_109960 <cycle 3> [433]
                0.00    0.00      75/139471      Gennew_108629 <cycle 3> [411]
                0.00    0.00     211/139471      Geninop_109235 <cycle 3> [281]
                0.00    0.00    1058/139471      Genarrayconstr_110585 <cycle 3> [252]
                0.00    0.00    5132/139471      Gencheckedrecordfield_107525 <cycle 3> [109]
                0.00    0.00    6036/139471      Putintodest_106874 <cycle 3> [120]
                0.00    0.00    6294/139471      Gencall_108131 <cycle 3> [84]
                0.00    0.05  120589/139471      Initlocexpr_106844 <cycle 3> [60]
[78]     1.5    0.00    0.06  139471         Initloc_104122 [78]
                0.01    0.04  139471/434229      Getuniquetype_103017 [44]
                0.00    0.00  278942/5372235     unsureAsgnRef [71]
-----------------------------------------------
                                 108             Gencheckedrecordfield_107525 <cycle 3> [109]
                                3461             Genliteral_106381 <cycle 3> [73]
[79]     1.5    0.00    0.06    3569         Getstrlit_106369 <cycle 3> [79]
                0.00    0.03    3569/10310       Makecstring_103010 [58]
                0.00    0.01    3569/119355      Appf_30076 [19]
                0.00    0.01    7138/87558       Torope_30054 [70]
                0.00    0.00    3569/30790       Con_30025 [126]
                0.00    0.00    3569/5372235     unsureAsgnRef [71]
                0.00    0.00    3569/3760        Getid_33211 [722]
                                3569             Usemagic_104251 <cycle 3> [226]
-----------------------------------------------
                                2784             Exprcoloneqexprlist_47335 <cycle 12> [302]
                               14983             Primary_47399 <cycle 12> [83]
                0.00    0.00       6/35498       Parserecordcase_47727 <cycle 13> [489]
                0.00    0.02    2456/35498       Parsecase_47525 <cycle 11> [123]
[80]     1.4    0.02    0.04   20229         Exprlistaux_47311 <cycle 12> [80]
                0.00    0.01   37951/295964      Rawgettok_45285 [52]
                0.00    0.01   36235/722502      Addson_33341 [32]
                0.00    0.00   29211/119483      Getsymbol_45679 [144]
                0.00    0.00   72807/203424      Skipcomment_47104 [319]
                0.00    0.00     192/2809        Scancomment_45734 [232]
                0.00    0.00     877/5092        Getnumber_45543 [314]
                0.00    0.00     173/32797       Getoperator_45691 [286]
                               36235             Exprcoloneqexpr_47303 <cycle 12> [294]
-----------------------------------------------
                0.00    0.00       1/194204      Initdefines_39002 [542]
                0.00    0.00       1/194204      Findenvvar_19402 [529]
                0.00    0.00       1/194204      Getconfigdir_16213 [528]
                0.00    0.00       1/194204      Getdatestr_15070 [617]
                0.00    0.00       1/194204      Inttostr_13199 [633]
                0.00    0.00       2/194204      Setcc_40380 [584]
                0.00    0.00       2/194204      Addlinkoption_40363 [621]
                0.00    0.00       3/194204      Addstr_40453 [632]
                0.00    0.00       3/194204      Initvars_40378 [577]
                0.00    0.00       6/194204      Init_130022 [580]
                0.00    0.00       6/194204      Parsesymbol_47253 [137]
                0.00    0.00       7/194204      Finishtrystmt_111873 [569]
                0.00    0.00      11/194204      Gentrystmt_113912 <cycle 3> [448]
                0.00    0.00      11/194204      Rangetostr_59117 [568]
                0.00    0.00      15/194204      Getstrorchar_72045 [591]
                0.00    0.00      16/194204      Unaryarithoverflow_107301 <cycle 3> [590]
                0.00    0.00      33/194204      Getescapedchar_45629 [519]
                0.00    0.00      60/194204      Generateheaders_114695 [454]
                0.00    0.00      62/194204      Genrecordfieldsaux_104807 <cycle 3> [121]
                0.00    0.00      62/194204      Parseassignment_46195 [394]
                0.00    0.00      73/194204      Typetostring_58017 [415]
                0.00    0.00      74/194204      Genrangechck_109702 <cycle 3> [405]
                0.00    0.00     100/194204      Getstring_45648 [313]
                0.00    0.00     116/194204      Shortendir_24239 [451]
                0.00    0.00     152/194204      Getprocheader_58021 [475]
                0.00    0.00     165/194204      Genrawsetdata_106559 [160]
                0.00    0.00     180/194204      Geninitcode_115319 [278]
                0.00    0.00     252/194204      Genconstsimplelist_111235 <cycle 3> [185]
                0.00    0.00     274/194204      Gensetop_109545 <cycle 3> [385]
                0.00    0.00     295/194204      Evalop_72014 [191]
                0.00    0.00     303/194204      Changefileext_16271 [458]
                0.00    0.00     440/194204      Mangle_104255 [241]
                0.00    0.00     676/194204      Tocchar_103007 [425]
                0.00    0.00     801/194204      Genreturnstmt_111886 <cycle 3> [257]
                0.00    0.00     895/194204      Genwhilestmt_112231 <cycle 3> [176]
                0.00    0.00    1090/194204      Appendfileext_16267 [410]
                0.00    0.00    1206/194204      Getcharacter_45672 [398]
                0.00    0.00    1240/194204      Getrecorddesc_105003 <cycle 3> [238]
                0.00    0.00    1325/194204      Binaryarithoverflow_107235 <cycle 3> [395]
                0.00    0.00    1490/194204      Semasgn_92399 <cycle 1> [164]
                0.00    0.00    1753/194204      Genenuminfo_105621 <cycle 3> [117]
                0.00    0.00    1986/194204      Transformcontinue_126215 <cycle 2> [159]
                0.00    0.00    2002/194204      Joinpath_16221 [374]
                0.00    0.00    2624/194204      Scancomment_45734 [232]
                0.00    0.00    2795/194204      Skipcomment_47104 [319]
                0.00    0.00    3801/194204      Genordinalcase_113257 <cycle 3> [151]
                0.00    0.00    5781/194204      Gencall_108131 <cycle 3> [84]
                0.00    0.00    9240/194204      Genproc_106325 <cycle 3> [61]
                0.00    0.04  152771/194204      Makecstring_103010 [58]
[81]     1.4    0.00    0.05  194204         rawNewString [81]
                0.00    0.05  194204/7719603     newObj [8]
-----------------------------------------------
                                  55             Semstmt_81096 <cycle 1> [400]
[82]     1.4    0.00    0.05      55         Evalimport_69001 <cycle 1> [82]
                0.01    0.03     532/591         Importallsymbols_69009 [96]
                0.01    0.00     532/554         Findfile_24112 [198]
                0.00    0.00     532/614         Appendfileext_16267 [410]
                0.00    0.00     532/25125       Adddecl_68028 [223]
                0.00    0.00      55/1470749     Sonslen_33321 [107]
                                 532             Importmodule_129114 <cycle 1> [750]
-----------------------------------------------
                                 674             Primary_47399 <cycle 12> [83]
                                 152             Parsecast_47344 <cycle 12> [368]
                                1014             Parsetypedesckaux_47639 <cycle 12> [329]
                                2037             Parseparamlist_47241 <cycle 12> [221]
                                6067             Parseidentcolonequals_47592 <cycle 12> [136]
                               78920             Lowestexpraux_47406 <cycle 12> [154]
                0.00    0.00       1/35498       Parserecordcase_47727 <cycle 13> [489]
                0.00    0.00      55/35498       Parserecordorobject_47742 [254]
                0.00    0.00      78/35498       Parseconstant_47703 [256]
                0.00    0.00      92/35498       Parsetypedef_47749 [177]
[83]     1.4    0.00    0.05   88416+674     Primary_47399 <cycle 12> [83]
                0.00    0.02   43586/722502      Addson_33341 [32]
                0.00    0.01   29321/295964      Rawgettok_45285 [52]
                0.00    0.01   13591/28575       Parsesymbol_47253 [137]
                0.00    0.01   29995/448707      Newnodei_33255 [51]
                0.00    0.00   13913/119483      Getsymbol_45679 [144]
                0.00    0.00   29995/81173       Newnodep_47169 [270]
                0.00    0.00     419/2809        Scancomment_45734 [232]
                0.00    0.00   14265/49415       Optind_47125 [393]
                0.00    0.00    1065/32797       Getoperator_45691 [286]
                0.00    0.00     258/5092        Getnumber_45543 [314]
                0.00    0.00      32/32          Accexpr_47265 [483]
                               88416             Identorliteral_47394 <cycle 12> [65]
                               14983             Exprlistaux_47311 <cycle 12> [80]
                                4492             Namedtypeorexprlist_47295 <cycle 12> [220]
                                 177             Parsecast_47344 <cycle 12> [368]
                                  51             Parseaddr_47349 <cycle 12> [467]
                                 674             Primary_47399 <cycle 12> [83]
-----------------------------------------------
                                  10             Genmagicexpr_110095 <cycle 3> [285]
                               12065             Expr_106838 <cycle 3> [193]
[84]     1.3    0.00    0.05   12075         Gencall_108131 <cycle 3> [84]
                0.00    0.02   28545/71240       App_30038 [72]
                0.00    0.01   12075/136736      Con_30021 [53]
                0.00    0.01   28211/90924       App_30033 [152]
                0.00    0.00    6294/139471      Initloc_104122 [78]
                0.00    0.00    5781/194204      rawNewString [81]
                0.00    0.00   56756/5372235     unsureAsgnRef [71]
                0.00    0.00   22424/30356       Ccgintroducedptr_104424 [347]
                0.00    0.00     789/3480        Addrloc_106663 [289]
                0.00    0.00   12075/1470749     Sonslen_33321 [107]
                0.00    0.00   21641/138994      Rdloc_106646 [337]
                0.00    0.00   12075/18876       Isinvalidreturntype_104387 [443]
                0.00    0.00   22428/2731339     Sonslen_33324 [219]
                               34503             Initlocexpr_106844 <cycle 3> [60]
