Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      81/722532      Parsegenericparamlist_47665 [419]
                0.00    0.00     130/722532      Semrangeaux_84352 <cycle 1> [408]
                0.00    0.00     148/722532      Dotdotexpr_47278 <cycle 12> [413]
                0.00    0.00     164/722532      Parsetypedesck_47284 <cycle 12> [425]
                0.00    0.00     212/722532      Parsesymbol_47253 [132]
                0.00    0.00     291/722532      Parsebreakorcontinue_47506 [385]
                0.00    0.00     334/722532      Semcast_86710 <cycle 1> [364]
                0.00    0.00     354/722532      Parsecast_47344 <cycle 12> [356]
                0.00    0.00     439/722532      Parserecordorobject_47742 [241]
                0.00    0.00     452/722532      Semrecordnodeaux_85186 <cycle 1> [324]
                0.00    0.00     467/722532      Parserecordpart_47716 <cycle 13> [252]
                0.00    0.00     494/722532      Semconv_86664 <cycle 1> [346]
                0.00    0.00     526/722532      Semreturn_92732 <cycle 1> [339]
                0.00    0.00     532/722532      Parseimportstmt_47472 [333]
                0.00    0.00     613/722532      Generateinstance_81925 <cycle 1> [90]
                0.00    0.00     618/722532      Userconvmatch_83262 [215]
                0.00    0.00     624/722532      Parsereturnorraise_47494 [266]
                0.00    0.00     699/722532      Parsefile_47007 [72]
                0.00    0.00     783/722532      Semincsucc_88242 <cycle 1> [342]
                0.00    0.00     908/722532      Parsewhile_47520 <cycle 11> [247]
                0.00    0.00     930/722532      Parseconstant_47703 [242]
                0.00    0.00    1016/722532      Parsetypedesckaux_47639 <cycle 12> [323]
                0.00    0.00    1072/722532      Semconst_93309 <cycle 1> [286]
                0.00    0.00    1072/722532      Semtuplefieldsconstr_90432 <cycle 1> [283]
                0.00    0.00    1107/722532      Transformconv_126772 <cycle 2> [319]
                0.00    0.00    1118/722532      Semprocaux_95271 <cycle 1> [136]
                0.00    0.00    1126/722532      Identwithpragma_47586 [277]
                0.00    0.00    1176/722532      Genericcacheadd_82393 [332]
                0.00    0.00    1194/722532      Parsetypedef_47749 [184]
                0.00    0.00    1308/722532      Flattentreeaux_127862 [270]
                0.00    0.00    1385/722532      Parsepragma_47444 <cycle 12> [293]
                0.00    0.00    1407/722532      Parsefor_47552 <cycle 11> [236]
                0.00    0.00    1429/722532      Newhiddenaddrtaken_87695 [268]
                0.00    0.00    1830/722532      Semenum_84063 <cycle 1> [224]
                0.00    0.00    1832/722532      Transformyield_126298 <cycle 2> [302]
                0.00    0.00    1919/722532      Parseenum_47708 [250]
                0.00    0.00    2264/722532      Transformcall_127929 <cycle 2> [159]
                0.00    0.00    2364/722532      Parsesection_47693 [114]
                0.00    0.00    2899/722532      Semexprwithtype_81080 <cycle 1> [288]
                0.00    0.00    2930/722532      Makerangetype_67082 [246]
                0.00    0.00    3043/722532      Semopaux_86984 <cycle 1> [278]
                0.00    0.00    3330/722532      Exprcoloneqexpr_47303 <cycle 12> [272]
                0.00    0.00    4982/722532      Semarrayconstr_87316 <cycle 1> [169]
                0.00    0.00    5574/722532      Semasgn_92399 <cycle 1> [170]
                0.00    0.00    5744/722532      Transformfor_126960 <cycle 2> [221]
                0.00    0.00    6261/722532      Parsecase_47525 <cycle 11> [120]
                0.00    0.00    6650/722532      Inlineiter_126359 <cycle 2> [189]
                0.00    0.00    8245/722532      Parseparamlist_47241 <cycle 12> [205]
                0.00    0.00    8377/722532      Semvar_93117 <cycle 1> [174]
                0.00    0.00    9039/722532      Makederef_88942 [225]
                0.00    0.00    9084/722532      Namedtypeorexprlist_47295 <cycle 12> [179]
                0.00    0.00   12181/722532      Parseiforwhen_47512 <cycle 11> [107]
                0.00    0.01   17336/722532      Parseroutine_47672 <cycle 11> [95]
                0.00    0.01   19236/722532      Parsestmt_47023 <cycle 11> [38]
                0.00    0.01   21227/722532      Parseexprstmt_47452 [43]
                0.00    0.01   22935/722532      Lowestexpraux_47406 <cycle 12> [126]
                0.00    0.01   23682/722532      Parseidentcolonequals_47592 <cycle 12> [125]
                0.00    0.01   24120/722532      Semproctypenode_85917 <cycle 1> [58]
                0.00    0.01   29165/722532      Semsetconstr_90008 <cycle 1> [83]
                0.00    0.01   33330/722532      Lookupinrecordandbuildcheck_88731 <cycle 1> [85]
                0.00    0.01   36235/722532      Exprlistaux_47311 <cycle 12> [110]
                0.00    0.02   43586/722532      Primary_47399 <cycle 12> [76]
                0.00    0.02   49114/722532      Implicitconv_83243 [75]
                0.01    0.05  130378/722532      Getconstexpr_72010 <cycle 5> [37]
                0.01    0.06  148861/722532      Matches_83394 [14]
[25]     8.6    0.04    0.28  722532         Addson_33341 [25]
                0.01    0.14  722532/763174      incrSeq [45]
                0.00    0.11  403377/1377994     newSeq [19]
                0.02    0.00  403377/799807      asgnRefNoCycle [119]
                0.00    0.00       7/3715846     Addzct_4640 [149]
-----------------------------------------------
                0.00    0.00     137/865391      resizeString [497]
                0.00    0.01   27069/865391      addChar [208]
                0.02    0.11  400400/865391      setLengthSeq [44]
                0.03    0.12  437785/865391      incrSeq [45]
[26]     7.9    0.05    0.24  865391         Growobj_6406 [26]
                0.00    0.17  865391/7038489     Collectct_5206 [9]
                0.04    0.00  865391/7416539     dlfree [24]
                0.00    0.02  865391/7996777     Gcalloc_4561 [35]
                0.00    0.00   29256/29256       Excl_4817 [697]
-----------------------------------------------
                0.00    0.00       4/222854      Semifexpr_89791 <cycle 1> [573]
                0.00    0.00      48/222854      Semvar_93117 <cycle 1> [174]
                0.00    0.00      74/222854      Semyield_92951 <cycle 1> [451]
                0.00    0.00      77/222854      Semconst_93309 <cycle 1> [286]
                0.00    0.00      98/222854      Semproctypenode_85917 <cycle 1> [58]
                0.00    0.00     151/222854      Semincsucc_88242 <cycle 1> [342]
                0.00    0.00     272/222854      Semreturn_92732 <cycle 1> [339]
                0.00    0.00    3629/222854      Semarrayconstr_87316 <cycle 1> [169]
                0.00    0.01    4266/222854      Semarrayaccess_89410 <cycle 1> [217]
                0.00    0.01    6846/222854      Fitnode_84029 [187]
                0.00    0.03   22072/222854      Semsetconstr_90008 <cycle 1> [83]
                0.01    0.22  185317/222854      Matches_83394 [14]
[27]     7.6    0.01    0.27  222854         Paramtypesmatch_83294 [27]
                0.03    0.19  117320/356292      Copytree_33376 [15]
                0.01    0.00  223152/330618      Typerel_82868 <cycle 4> [135]
                0.00    0.01    4789/5880        Generatetypeinstance_82615 [162]
                0.00    0.01    4789/5880        Instantiatetype_81950 [167]
                0.00    0.01  105916/105954      Userconvmatch_83262 [215]
                0.00    0.00    7043/382034      asgnRef [144]
                0.00    0.00     503/195485      Base_58024 [199]
                0.00    0.00     113/330618      Tuplerel_82935 <cycle 4> [591]
                0.00    0.00   92747/116740      Skipvargeneric_58089 [679]
                0.00    0.00    7585/14430       Handlefloatrange_82896 [706]
                0.00    0.00    6876/84574       Idtableget_36173 [682]
                0.00    0.00     167/167         Getinstantiatedtype_83214 [766]
-----------------------------------------------
                0.00    0.27      60/60          Myclose_115513 [16]
[28]     7.4    0.00    0.27      60         Finishtypedescriptions_105270 [28]
                0.01    0.27     891/3745        Gettypedesc_105262 <cycle 3> [163]
-----------------------------------------------
[29]     7.2    0.01    0.26   35502+298563  <cycle 12 as a whole> [29]
                0.00    0.08   88422             Identorliteral_47394 <cycle 12> [63]
                0.01    0.06   88422+674         Primary_47399 <cycle 12> [76]
                0.00    0.04   20229             Exprlistaux_47311 <cycle 12> [110]
                0.00    0.02    7260             Parseidentcolonequals_47592 <cycle 12> [125]
                0.00    0.02   71281+7645        Lowestexpraux_47406 <cycle 12> [126]
                0.00    0.01    4494             Namedtypeorexprlist_47295 <cycle 12> [179]
                0.00    0.01    3147             Parseparamlist_47241 <cycle 12> [205]
                0.00    0.00   38089             Exprcoloneqexpr_47303 <cycle 12> [272]
                0.00    0.00    2784             Exprcoloneqexprlist_47335 <cycle 12> [285]
                0.00    0.00     836             Parsepragma_47444 <cycle 12> [293]
                0.00    0.00    1016             Parsetypedesckaux_47639 <cycle 12> [323]
                0.00    0.00     177             Parsecast_47344 <cycle 12> [356]
                0.00    0.00      74             Dotdotexpr_47278 <cycle 12> [413]
                0.00    0.00    1084             Parsetypedesck_47284 <cycle 12> [425]
                0.00    0.00      51             Parseaddr_47349 <cycle 12> [456]
                0.00    0.00    4590             Namedtypeorexpr_47288 <cycle 12> [723]
                0.00    0.00    2109             Parseexpr_47019 <cycle 12> [737]
-----------------------------------------------
[30]     7.2    0.01    0.26    2853+281130  <cycle 2 as a whole> [30]
                0.00    0.20  197130+230257      Transform_126081 <cycle 2> [40]
                0.01    0.01   48019             Transformcall_127929 <cycle 2> [159]
                0.00    0.02    9222             Transformarrayaccess_127670 <cycle 2> [166]
                0.00    0.01     458+6650        Inlineiter_126359 <cycle 2> [189]
                0.00    0.01     458             Transformfor_126960 <cycle 2> [221]
                0.00    0.01    1986             Transformcontinue_126215 <cycle 2> [232]
                0.00    0.00     458             Transformyield_126298 <cycle 2> [302]
                0.00    0.00    2060             Transformconv_126772 <cycle 2> [319]
                0.00    0.00   23558             Transformaddrderef_126544 <cycle 2> [372]
                0.00    0.00     634             Transformcase_127489 <cycle 2> [557]
-----------------------------------------------
                                9330             Forallchildrenaux_5222 [31]
                0.00    0.00  184436/31095932     Collectcycles_7403 [86]
                0.08    0.00 9743109/31095932     Collectzct_9001 [11]
                0.17    0.00 21168387/31095932     Forallslotsaux_5658 [17]
[31]     6.8    0.25    0.00 31095932+9330    Forallchildrenaux_5222 [31]
                0.00    0.00    9330/17986180     Dooperation_5218 [55]
                0.00    0.00     641/211162      Add_4624 [661]
                                9330             Forallchildrenaux_5222 [31]
-----------------------------------------------
                0.00    0.00      32/800154      Toropef_30051 [536]
                0.00    0.01   30790/800154      Con_30025 [164]
                0.00    0.02   70357/800154      Torope_30048 [143]
                0.00    0.02   71240/800154      App_30038 [100]
                0.00    0.03   87564/800154      Torope_30054 [91]
                0.00    0.04  136742/800154      Con_30021 [66]
                0.00    0.12  403429/800154      Ropef_30071 [18]
[32]     6.3    0.00    0.23  800154         Insertincache_30215 [32]
                0.20    0.02  800153/800153      Splay_30158 [33]
                0.00    0.01   26749/6173098     newObj [8]
                0.00    0.01   26749/418661      copyString [56]
                0.00    0.00   40173/40173       asgnRefNoCycle [691]
-----------------------------------------------
                0.20    0.02  800153/800153      Insertincache_30215 [32]
[33]     6.0    0.20    0.02  800153         Splay_30158 [33]
                0.02    0.00 3772756/3772756     Cmp_1139 [152]
                0.00    0.00   29878/3715846     Addzct_4640 [149]
-----------------------------------------------
                0.00    0.00       1/434247      Gentupleconstr_110489 <cycle 3> [565]
                0.00    0.00      12/434247      Handleconstexpr_110266 <cycle 3> [509]
                0.00    0.00      47/434247      Transformrecordexpr_111058 [331]
                0.00    0.00     885/434247      Gentypeinfo_105302 <cycle 3> [243]
                0.00    0.00    1103/434247      Genrecordfield_107425 <cycle 3> [106]
                0.00    0.00    4332/434247      Gettemp_106073 <cycle 3> [141]
                0.00    0.00   10719/434247      Fillloc_104133 [235]
                0.00    0.00   14148/434247      Genrecordfieldaux_107397 <cycle 3> [223]
                0.01    0.02   66718/434247      Putintodest_106874 <cycle 3> [108]
                0.02    0.02   76208/434247      Gettypedescaux_104377 <cycle 3> [94]
                0.02    0.04  120595/434247      Initlocexpr_106844 <cycle 3> [52]
                0.03    0.04  139479/434247      Initloc_104122 [73]
[34]     5.9    0.09    0.13  434247         Getuniquetype_103017 [34]
                0.11    0.02 4320215/4334510     Sametype_58051 <cycle 8> [51]
                0.00    0.00     388/18315       Idtableput_36181 [460]
                0.00    0.00      21/4334510     Sametuple_59756 <cycle 8> [639]
                0.00    0.00  121186/121186      Idtablehasobjectaskey_36187 [676]
                0.00    0.00      21/87533       Samevalue_33384 [680]
-----------------------------------------------
                0.00    0.00       4/7996777     Initgc_2075 [641]
                0.00    0.00      14/7996777     Cellsetenlarge_4726 [620]
                0.00    0.00    3832/7996777     Markstackandregisters_8419 [46]
                0.00    0.00   10842/7996777     Collectcycles_7403 [86]
                0.00    0.00   13393/7996777     Collectct_5206 [9]
                0.00    0.02  865391/7996777     Growobj_6406 [26]
                0.00    0.02  930203/7996777     Incl_4810 [47]
                0.01    0.15 6173098/7996777     newObj [8]
[35]     5.7    0.01    0.20 7996777         Gcalloc_4561 [35]
                0.20    0.00 7996777/7996779     dlmalloc [41]
-----------------------------------------------
[36]     5.6    0.00    0.21  276879+11      <cycle 5 as a whole> [36]
                0.00    0.21  276886+291409      Getconstexpr_72010 <cycle 5> [37]
                0.00    0.00       4             Getconstifexpr_72150 <cycle 5> [668]
-----------------------------------------------
                              291409             Getconstexpr_72010 <cycle 5> [37]
                                   7             Getconstifexpr_72150 <cycle 5> [668]
                0.00    0.00       2/276879      Semrecordnodeaux_85186 <cycle 1> [324]
                0.00    0.00       4/276879      Semenum_84063 <cycle 1> [224]
                0.00    0.00      97/276879      Semwhen_91583 <cycle 1> [469]
                0.00    0.00     130/276879      Semrangeaux_84352 <cycle 1> [408]
                0.00    0.00     268/276879      Semconst_93309 <cycle 1> [286]
                0.00    0.00     514/276879      Semconstexpr_81100 <cycle 1> [384]
                0.00    0.00    1357/276879      Transformfor_126960 <cycle 2> [221]
                0.00    0.00    3803/276879      Sembranchexpr_85050 <cycle 1> [248]
                0.00    0.00    4746/276879      Transformsym_126091 [260]
                0.00    0.20  265958/276879      Transform_126081 <cycle 2> [40]
[37]     5.6    0.00    0.21  276886+291409  Getconstexpr_72010 <cycle 5> [37]
                0.01    0.10  326105/344047      Copynode_33373 [57]
                0.01    0.05  130378/722532      Addson_33341 [25]
                0.01    0.03   20424/356292      Copytree_33376 [15]
                0.00    0.00    8096/8749        Newintnodet_72024 [258]
                0.00    0.00     915/1033        Evalop_72014 [348]
                0.00    0.00  102812/3715846     Addzct_4640 [149]
                0.00    0.00   33815/1470811     Sonslen_33321 [198]
                0.00    0.00     392/432         asgnRef [535]
                0.00    0.00       1/1           Getdatestr_15070 [615]
                0.00    0.00       1/296         Newstrnodet_72032 [435]
                0.00    0.00      47/28743       Firstord_58001 [431]
                0.00    0.00      43/13847       Lastord_58004 [476]
                0.00    0.00      45/766         Computesize_58119 [612]
                0.00    0.00     624/152110      Skiprange_58077 [674]
                0.00    0.00     264/116740      Skipvargeneric_58089 [679]
                0.00    0.00      24/24          Levalueconv_72020 [793]
                0.00    0.00      10/52341       Getordvalue_58116 [688]
                                   4             Getconstifexpr_72150 <cycle 5> [668]
                              291409             Getconstexpr_72010 <cycle 5> [37]
-----------------------------------------------
                                   4             Parseblock_47570 <cycle 11> [544]
                                  13             Parsetry_47533 <cycle 11> [514]
                                 454             Parsewhile_47520 <cycle 11> [247]
                                 469             Parsefor_47552 <cycle 11> [236]
                                1967             Parseroutine_47672 <cycle 11> [95]
                                2895             Parsecase_47525 <cycle 11> [120]
                                4375             Parseiforwhen_47512 <cycle 11> [107]
[38]     5.6    0.00    0.21   10177         Parsestmt_47023 <cycle 11> [38]
                0.00    0.18   15659/16027       Simplestmt_47760 [42]
                0.00    0.01   25844/295979      Rawgettok_45285 [54]
                0.00    0.01   19236/722532      Addson_33341 [25]
                0.00    0.00    7828/448725      Newnodei_33255 [53]
                0.00    0.00   23705/119489      Getsymbol_45679 [194]
                0.00    0.00     562/2811        Scancomment_45734 [230]
                0.00    0.00    7828/81175       Newnodep_47169 [222]
                0.00    0.00    7828/8592        Pushind_45271 [410]
                0.00    0.00      17/17          Parseasm_47575 [495]
                0.00    0.00    2349/203432      Skipcomment_47104 [314]
                               19236             Complexorsimplestmt_47765 <cycle 11> [113]
                                 471             Parsecase_47525 <cycle 11> [120]
                                 469             Parsefor_47552 <cycle 11> [236]
                                 454             Parsewhile_47520 <cycle 11> [247]
                                   5             Parsetry_47533 <cycle 11> [514]
                                   4             Parseblock_47570 <cycle 11> [544]
-----------------------------------------------
                0.09    0.11      60/60          Writeropeifnotequal_30064 [22]
[39]     5.5    0.09    0.11      60         Newcrcfromropeaux_30717 [39]
                0.01    0.06 2437900/5412920     setLengthSeq [44]
                0.04    0.00 4304340/4304340     Updatecrc32_28018 [101]
                0.00    0.00      60/1377994     newSeq [19]
                0.00    0.00      60/5372429     unsureAsgnRef [79]
                0.00    0.00      60/3715846     Addzct_4640 [149]
-----------------------------------------------
                              230257             Transform_126081 <cycle 2> [40]
                                 458             Transformfor_126960 <cycle 2> [221]
                                 916             Transformyield_126298 <cycle 2> [302]
                                2060             Transformconv_126772 <cycle 2> [319]
                                4138             Transformcase_127489 <cycle 2> [557]
                                4763             Transformcontinue_126215 <cycle 2> [232]
                                6185             Inlineiter_126359 <cycle 2> [189]
                               18467             Transformarrayaccess_127670 <cycle 2> [166]
                               23537             Transformaddrderef_126544 <cycle 2> [372]
                              133753             Transformcall_127929 <cycle 2> [159]
                0.01    0.26    2853/2853        Processmodule_65035 <cycle 1> [7]
[40]     5.4    0.00    0.20  197130+230257  Transform_126081 <cycle 2> [40]
                0.00    0.20  265958/276879      Getconstexpr_72010 <cycle 5> [37]
                0.00    0.00   39943/150472      Transformsym_126091 [260]
                0.00    0.00  102046/1470811     Sonslen_33321 [198]
                0.00    0.00   76363/3715846     Addzct_4640 [149]
                0.00    0.00    5969/5980        asgnRefNoCycle [627]
                               48019             Transformcall_127929 <cycle 2> [159]
                               23558             Transformaddrderef_126544 <cycle 2> [372]
                                9222             Transformarrayaccess_127670 <cycle 2> [166]
                                2060             Transformconv_126772 <cycle 2> [319]
                                1528             Transformcontinue_126215 <cycle 2> [232]
                                 634             Transformcase_127489 <cycle 2> [557]
                                 458             Transformfor_126960 <cycle 2> [221]
                              230257             Transform_126081 <cycle 2> [40]
-----------------------------------------------
                0.00    0.00       2/7996779     dlrealloc [662]
                0.20    0.00 7996777/7996779     Gcalloc_4561 [35]
[41]     5.4    0.20    0.00 7996779         dlmalloc [41]
-----------------------------------------------
                0.00    0.00      60/16027       Parsefile_47007 [72]
                0.00    0.00     308/16027       Processmodule_65035 <cycle 1> [7]
                0.00    0.18   15659/16027       Parsestmt_47023 <cycle 11> [38]
[42]     5.0    0.00    0.18   16027         Simplestmt_47760 [42]
                0.00    0.18   14161/14161       Parseexprstmt_47452 [43]
                0.00    0.00     624/624         Parsereturnorraise_47494 [266]
                0.00    0.00      55/55          Parseimportstmt_47472 [333]
                0.00    0.00    1431/295979      Rawgettok_45285 [54]
                0.00    0.00      49/49          Parseyieldordiscard_47500 [376]
                0.00    0.00     291/291         Parsebreakorcontinue_47506 [385]
                0.00    0.00     789/789         Newcommentstmt_47683 [404]
                0.00    0.00      34/35502       Parsepragma_47444 <cycle 12> [293]
                0.00    0.00   16027/203432      Skipcomment_47104 [314]
                0.00    0.00      24/24          Parseincludestmt_47480 [487]
-----------------------------------------------
                0.00    0.18   14161/14161       Simplestmt_47760 [42]
[43]     4.8    0.00    0.18   14161         Parseexprstmt_47452 [43]
                0.01    0.15   21227/35502       Lowestexpraux_47406 <cycle 12> [126]
                0.00    0.01   21227/722532      Addson_33341 [25]
                0.00    0.00   14161/448725      Newnodei_33255 [53]
                0.00    0.00    6988/295979      Rawgettok_45285 [54]
                0.00    0.00    7247/219723      Getlineinfo_45294 [154]
                0.00    0.00     278/5092        Getnumber_45543 [190]
                0.00    0.00    6246/119489      Getsymbol_45679 [194]
                0.00    0.00    6914/49419       Optind_47125 [380]
                0.00    0.00    7247/1470811     Sonslen_33321 [198]
                0.00    0.00     118/32799       Getoperator_45691 [274]
                0.00    0.00      74/203432      Skipcomment_47104 [314]
-----------------------------------------------
                0.00    0.00       7/5412920     Jumptodirective_46097 [475]
                0.00    0.00       7/5412920     Delson_33353 [657]
                0.00    0.00      17/5412920     Parsedirective_46135 [455]
                0.00    0.00      25/5412920     Assigntype_33297 [541]
                0.00    0.00      60/5412920     Newmodule_129076 [409]
                0.00    0.00      60/5412920     Addconverter_67054 [593]
                0.00    0.00      84/5412920     Genblock_110857 <cycle 3> [488]
                0.00    0.00      84/5412920     Newlineinfo_25609 [145]
                0.00    0.00     259/5412920     Rawgettok_45285 [54]
                0.00    0.00     490/5412920     Openscope_36156 [234]
                0.00    0.00     499/5412920     Geninop_109235 <cycle 3> [282]
                0.00    0.00     891/5412920     Pushtype_105095 [494]
                0.00    0.00    1786/5412920     Genwhilestmt_112231 <cycle 3> [196]
                0.00    0.00    6277/5412920     Copytype_33288 [216]
                0.00    0.00    6660/5412920     Handleindentation_45713 [421]
                0.00    0.00    7068/5412920     Newsons_33333 [280]
                0.00    0.00    8592/5412920     Pushind_45271 [410]
                0.00    0.00    9255/5412920     Popowner_33448 [405]
                0.00    0.00    9255/5412920     Pushowner_33445 [354]
                0.00    0.00    9858/5412920     Popinfocontext_25644 [399]
                0.00    0.00    9858/5412920     Pushinfocontext_25641 [400]
                0.00    0.00   76666/5412920     Matches_83394 [14]
                0.00    0.01  389362/5412920     Copytree_33376 [15]
                0.01    0.06 2437900/5412920     Newwriteroperec_30512 [48]
                0.01    0.06 2437900/5412920     Newcrcfromropeaux_30717 [39]
[44]     4.4    0.03    0.13 5412920         setLengthSeq [44]
                0.02    0.11  400400/865391      Growobj_6406 [26]
-----------------------------------------------
                0.00    0.00      39/763174      Findenvvar_19402 [524]
                0.00    0.01   40603/763174      Addson_33345 [131]
                0.01    0.14  722532/763174      Addson_33341 [25]
[45]     4.2    0.01    0.15  763174         incrSeq [45]
                0.03    0.12  437785/865391      Growobj_6406 [26]
-----------------------------------------------
                0.07    0.07   13393/13393       Collectct_5206 [9]
[46]     3.8    0.07    0.07   13393         Markstackandregisters_8419 [46]
                0.06    0.01 3286741/6181787     Incl_4810 [47]
                0.00    0.00    3832/7996777     Gcalloc_4561 [35]
-----------------------------------------------
                0.00    0.00       1/6181787     astInit [633]
                0.00    0.00       5/6181787     Assigntype_33297 [541]
                0.00    0.00       6/6181787     Newfloatnodet_72028 [607]
                0.00    0.00       8/6181787     Getsystype_62008 [610]
                0.00    0.00      17/6181787     Totreeset_64476 [519]
                0.00    0.00      60/6181787     Opentransf_128235 [537]
                0.00    0.00      60/6181787     Addconverter_67054 [593]
                0.00    0.00     120/6181787     Newmodule_129076 [409]
                0.00    0.00     120/6181787     Newcontext_67042 [424]
                0.00    0.00     180/6181787     Newmodule_115410 [374]
                0.00    0.00     212/6181787     Newinttypenode_33235 [483]
                0.00    0.00     296/6181787     Newstrnodet_72032 [435]
                0.00    0.00     864/6181787     asgnRef [535]
                0.00    0.00     891/6181787     Pushtype_105095 [494]
                0.00    0.00     938/6181787     Inlineiter_126359 <cycle 2> [189]
                0.00    0.00    1344/6181787     Transformfor_126960 <cycle 2> [221]
                0.00    0.00    1972/6181787     Newproccon_67046 [358]
                0.00    0.00    4652/6181787     Newproc_104152 [318]
                0.00    0.00    5658/6181787     Copysym_33293 [181]
                0.00    0.00    8749/6181787     Newintnodet_72024 [258]
                0.00    0.00   12624/6181787     Copytype_33288 [216]
                0.00    0.00   18231/6181787     Newnodeit_33259 [237]
                0.00    0.00   18501/6181787     Pushowner_33445 [354]
                0.00    0.00   22804/6181787     Newtype_33224 [146]
                0.00    0.00   28798/6181787     asgnRef [193]
                0.00    0.00   37595/6181787     Addson_33345 [131]
                0.00    0.00   39592/6181787     Newsym_33219 [67]
                0.00    0.00   62169/6181787     unsureAsgnRef [79]
                0.00    0.00  232656/6181787     Intsetput_35577 [69]
                0.00    0.00  251233/6181787     Newsymnode_33252 [99]
                0.00    0.00  261094/6181787     Strtablerawinsert_37756 [77]
                0.00    0.00  261802/6181787     Copynode_33373 [57]
                0.01    0.00  461575/6181787     asgnRef [144]
                0.02    0.00 1160219/6181787     Copytree_33376 [15]
                0.06    0.01 3286741/6181787     Markstackandregisters_8419 [46]
[47]     3.6    0.11    0.02 6181787         Incl_4810 [47]
                0.00    0.02  930203/7996777     Gcalloc_4561 [35]
                0.00    0.00      14/14          Cellsetenlarge_4726 [620]
-----------------------------------------------
                0.06    0.07      60/60          Writeropeifnotequal_30064 [22]
[48]     3.6    0.06    0.07      60         Newwriteroperec_30512 [48]
                0.01    0.06 2437900/5412920     setLengthSeq [44]
                0.00    0.00      60/1377994     newSeq [19]
                0.00    0.00      60/5372429     unsureAsgnRef [79]
                0.00    0.00      60/3715846     Addzct_4640 [149]
                0.00    0.00 1218950/1219076     Write_2653 [671]
-----------------------------------------------
                0.00    0.00       1/404043      Getrestofcommandline_130029 [644]
                0.00    0.00       1/404043      Strip_13019 [645]
                0.00    0.00      13/404043      HEX25_13217 [443]
                0.00    0.00      82/404043      Splitfilename_16251 [491]
                0.00    0.00     120/404043      Createdir_16295 [506]
                0.00    0.00     122/404043      Changefileext_16271 [445]
                0.00    0.00     275/404043      Splitpath_16234 [436]
                0.02    0.11  403429/404043      Ropef_30071 [18]
[49]     3.6    0.02    0.11  404043         copyStrLast [49]
                0.02    0.09  404043/6173098     newObj [8]
-----------------------------------------------
[50]     3.5    0.11    0.02 4334510+16      <cycle 8 as a whole> [50]
                0.11    0.02 4334492+826868      Sametype_58051 <cycle 8> [51]
                0.00    0.00      34             Sametuple_59756 <cycle 8> [639]
-----------------------------------------------
                              826868             Sametype_58051 <cycle 8> [51]
                                   3             Sametuple_59756 <cycle 8> [639]
                0.00    0.00      30/4334510     Equalgenericparams_78009 [611]
                0.00    0.00      34/4334510     Semvar_93117 <cycle 1> [174]
                0.00    0.00      65/4334510     Semrangeaux_84352 <cycle 1> [408]
                0.00    0.00      75/4334510     Semconst_93309 <cycle 1> [286]
                0.00    0.00     247/4334510     Checkconvertible_86560 [482]
                0.00    0.00    2467/4334510     Nodetabletestorset_66023 [390]
                0.00    0.00   11356/4334510     Equalparams_58067 [368]
                0.11    0.02 4320215/4334510     Getuniquetype_103017 [34]
[51]     3.5    0.11    0.02 4334492+826868  Sametype_58051 <cycle 8> [51]
                0.02    0.00 2563755/2731349     Sonslen_33324 [148]
                0.00    0.00   44678/87533       Samevalue_33384 [680]
                                  13             Sametuple_59756 <cycle 8> [639]
                              826868             Sametype_58051 <cycle 8> [51]
-----------------------------------------------
                                   1             Genifexpr_108056 <cycle 3> [547]
                                   6             Binaryarithoverflow_107235 <cycle 3> [382]
                                  14             Genseqelemappend_108531 <cycle 3> [498]
                                  24             Genswap_109088 <cycle 3> [803]
                                  31             Genraisestmt_112632 <cycle 3> [369]
                                  46             Upconv_110681 <cycle 3> [377]
                                  50             Gennewseq_108667 <cycle 3> [465]
                                  50             Genopenarrayelem_107884 <cycle 3> [444]
                                  54             Convstrtocstr_109817 <cycle 3> [442]
                                  60             Genstrequals_109861 <cycle 3> [437]
                                  75             Gennew_108629 <cycle 3> [412]
                                  76             Gendollar_108940 <cycle 3> [420]
                                  79             Genrangechck_109702 <cycle 3> [411]
                                  95             Genstrappend_108397 <cycle 3> [343]
                                 124             Gensetlengthseq_109036 <cycle 3> [423]
                                 126             Downconv_110777 <cycle 3> [446]
                                 135             Unaryexprchar_107174 <cycle 3> [379]
                                 274             Binarystmtinexcl_109199 <cycle 3> [371]
                                 470             Genordinalcase_113257 <cycle 3> [171]
                                 522             Gencstringelem_107849 <cycle 3> [345]
                                 575             Passtoopenarray_109776 <cycle 3> [300]
                                 762             Genstrconcat_108270 <cycle 3> [239]
                                 893             Genwhilestmt_112231 <cycle 3> [196]
                                1057             Gencast_109656 <cycle 3> [267]
                                1212             Genarrayelem_107794 <cycle 3> [275]
                                1484             Geninop_109235 <cycle 3> [282]
                                1570             Genaddr_107359 <cycle 3> [341]
                                1901             Unaryexpr_107150 <cycle 3> [238]
                                2566             Gencheckedrecordfield_107525 <cycle 3> [116]
                                2956             Binarystmt_106895 <cycle 3> [245]
                                3695             Genifstmt_112164 <cycle 3> [89]
                                6734             Genseqelem_107932 <cycle 3> [137]
                                7963             Genstmts_106329 <cycle 3> [98]
                                8479             Genasgn_114246 <cycle 3> [117]
