Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.70     0.00   203432     0.00     0.00  Skipcomment_47104
  0.00      3.70     0.00   202414     0.00     0.00  Initidentiter_36099
  0.00      3.70     0.00   197130     0.00     0.00  Transform_126081
  0.00      3.70     0.00   194206     0.00     0.00  rawNewString
  0.00      3.70     0.00   174412     0.00     0.00  Iterovertypeaux_58498
  0.00      3.70     0.00   152666     0.00     0.00  Tocchar_103007
  0.00      3.70     0.00   152110     0.00     0.00  Skiprange_58077
  0.00      3.70     0.00   151990     0.00     0.00  nimCharToStr
  0.00      3.70     0.00   150472     0.00     0.00  Transformsym_126091
  0.00      3.70     0.00   146406     0.00     0.00  Semexpr_81073
  0.00      3.70     0.00   139479     0.00     0.00  Initloc_104122
  0.00      3.70     0.00   139004     0.00     0.00  Rdloc_106646
  0.00      3.70     0.00   136742     0.00     0.00  Con_30021
  0.00      3.70     0.00   127126     0.00     0.00  Newsymnode_33252
  0.00      3.70     0.00   125431     0.00     0.00  Handlerange_82878
  0.00      3.70     0.00   121186     0.00     0.00  Idtablehasobjectaskey_36187
  0.00      3.70     0.00   120874     0.00     0.00  Strtableadd_36067
  0.00      3.70     0.00   120595     0.00     0.00  Initlocexpr_106844
  0.00      3.70     0.00   120548     0.00     0.00  Nextiter_36089
  0.00      3.70     0.00   119489     0.00     0.00  Getsymbol_45679
  0.00      3.70     0.00   117224     0.00     0.00  Strtableget_36072
  0.00      3.70     0.00   116740     0.00     0.00  Skipvargeneric_58089
  0.00      3.70     0.00   115791     0.00     0.00  Checkminsonslen_67099
  0.00      3.70     0.00   105954     0.00     0.00  Userconvmatch_83262
  0.00      3.70     0.00    99238     0.00     0.00  Useheader_104226
  0.00      3.70     0.00    90924     0.00     0.00  App_30033
  0.00      3.70     0.00    88422     0.00     0.00  Identorliteral_47394
  0.00      3.70     0.00    87587     0.00     0.00  nimInt64ToStr
  0.00      3.70     0.00    87564     0.00     0.00  Torope_30054
  0.00      3.70     0.00    87533     0.00     0.00  Samevalue_33384
  0.00      3.70     0.00    86539     0.00     0.00  Skipgeneric_58080
  0.00      3.70     0.00    84574     0.00     0.00  Idtableget_36173
  0.00      3.70     0.00    81175     0.00     0.00  Newnodep_47169
  0.00      3.70     0.00    80608     0.00     0.00  Registerid_33440
  0.00      3.70     0.00    75338     0.00     0.00  Getsimpletypedesc_104683
  0.00      3.70     0.00    75338     0.00     0.00  Gettypepre_104693
  0.00      3.70     0.00    74022     0.00     0.00  Gettypedescaux_104377
  0.00      3.70     0.00    73985     0.00     0.00  Intsetcontains_33421
  0.00      3.70     0.00    71281     0.00     0.00  Lowestexpraux_47406
  0.00      3.70     0.00    71240     0.00     0.00  App_30038
  0.00      3.70     0.00    70357     0.00     0.00  Torope_30048
  0.00      3.70     0.00    67448     0.00     0.00  Getcurrowner_33443
  0.00      3.70     0.00    66718     0.00     0.00  Putintodest_106874
  0.00      3.70     0.00    66029     0.00     0.00  Idnodetableget_36191
  0.00      3.70     0.00    60411     0.00     0.00  asgnRefNoCycle
  0.00      3.70     0.00    58284     0.00     0.00  Initcandidate_82708
  0.00      3.70     0.00    57769     0.00     0.00  Gettypedesc_105262
  0.00      3.70     0.00    57158     0.00     0.00  Semexprwithtype_81080
  0.00      3.70     0.00    53720     0.00     0.00  Conchash_22040
  0.00      3.70     0.00    52558     0.00     0.00  Putlocintodest_106856
  0.00      3.70     0.00    52341     0.00     0.00  Getordvalue_58116
  0.00      3.70     0.00    49832     0.00     0.00  Fillloc_104133
  0.00      3.70     0.00    49419     0.00     0.00  Optind_47125
  0.00      3.70     0.00    46918     0.00     0.00  Cachegettype_104416
  0.00      3.70     0.00    46828     0.00     0.00  Semsym_88680
  0.00      3.70     0.00    46758     0.00     0.00  Lookup_68051
  0.00      3.70     0.00    45097     0.00     0.00  Overlap_64006
  0.00      3.70     0.00    44630     0.00     0.00  Manglename_104270
  0.00      3.70     0.00    44002     0.00     0.00  Checksonslen_67095
  0.00      3.70     0.00    40603     0.00     0.00  Addson_33345
  0.00      3.70     0.00    40173     0.00     0.00  asgnRefNoCycle
  0.00      3.70     0.00    39592     0.00     0.00  Newsym_33219
  0.00      3.70     0.00    39592     0.00     0.00  Unknownlineinfo_25571
  0.00      3.70     0.00    38089     0.00     0.00  Exprcoloneqexpr_47303
  0.00      3.70     0.00    37579     0.00     0.00  Getnormalizedhash_22037
  0.00      3.70     0.00    37446     0.00     0.00  Handlecrlf_45640
  0.00      3.70     0.00    37324     0.00     0.00  Sametypeornil_58055
  0.00      3.70     0.00    37313     0.00     0.00  Handlelf_44047
  0.00      3.70     0.00    37091     0.00     0.00  Bitsetincl_63035
  0.00      3.70     0.00    35583     0.00     0.00  Fixabstracttype_87392
  0.00      3.70     0.00    34205     0.00     0.00  Lastson_33327
  0.00      3.70     0.00    32799     0.00     0.00  Getoperator_45691
  0.00      3.70     0.00    30827     0.00     0.00  Iterovertype_58041
  0.00      3.70     0.00    30790     0.00     0.00  Con_30025
  0.00      3.70     0.00    30751     0.00     0.00  Typenameorliteral_104658
  0.00      3.70     0.00    30473     0.00     0.00  Initoverloaditer_68060
  0.00      3.70     0.00    30356     0.00     0.00  Ccgintroducedptr_104424
  0.00      3.70     0.00    29686     0.00     0.00  Semtypenode_81091
  0.00      3.70     0.00    29579     0.00     0.00  Handleindentation_45713
  0.00      3.70     0.00    29256     0.00     0.00  Excl_4817
  0.00      3.70     0.00    28743     0.00     0.00  Firstord_58001
  0.00      3.70     0.00    28737     0.00     0.00  Analyseifaddresstakenincall_87861
  0.00      3.70     0.00    28733     0.00     0.00  Semopaux_86984
  0.00      3.70     0.00    28707     0.00     0.00  Semdirectop_88215
  0.00      3.70     0.00    28575     0.00     0.00  Parsesymbol_47253
  0.00      3.70     0.00    28316     0.00     0.00  Maptype_104373
  0.00      3.70     0.00    27891     0.00     0.00  Symtabaddunique_36145
  0.00      3.70     0.00    27457     0.00     0.00  Usemagic_104251
  0.00      3.70     0.00    27155     0.00     0.00  Semtypeident_84536
  0.00      3.70     0.00    26890     0.00     0.00  Getident_31021
  0.00      3.70     0.00    26635     0.00     0.00  Getcompilerproc_62011
  0.00      3.70     0.00    25660     0.00     0.00  Nexttry_36220
  0.00      3.70     0.00    25125     0.00     0.00  Adddecl_68028
  0.00      3.70     0.00    24557     0.00     0.00  Implicitconv_83243
  0.00      3.70     0.00    23558     0.00     0.00  Transformaddrderef_126544
  0.00      3.70     0.00    23342     0.00     0.00  Tolinenumber_25620
  0.00      3.70     0.00    23142     0.00     0.00  Genlinedir_111762
  0.00      3.70     0.00    23025     0.00     0.00  Genliteral_106381
  0.00      3.70     0.00    22877     0.00     0.00  Genliteral_106513
  0.00      3.70     0.00    22728     0.00     0.00  Complexorsimplestmt_47765
  0.00      3.70     0.00    21841     0.00     0.00  Computesizeaux_59971
  0.00      3.70     0.00    20623     0.00     0.00  Getsize_58122
  0.00      3.70     0.00    20229     0.00     0.00  Exprlistaux_47311
  0.00      3.70     0.00    20179     0.00     0.00  Getsystype_62008
  0.00      3.70     0.00    19876     0.00     0.00  Skipptrsgeneric_58095
  0.00      3.70     0.00    19867     0.00     0.00  Newtypes_67073
  0.00      3.70     0.00    19040     0.00     0.00  Initstrtable_33264
  0.00      3.70     0.00    18977     0.00     0.00  Openscope_36156
  0.00      3.70     0.00    18977     0.00     0.00  Rawclosescope_36160
  0.00      3.70     0.00    18917     0.00     0.00  Closescope_68019
  0.00      3.70     0.00    18876     0.00     0.00  Isinvalidreturntype_104387
  0.00      3.70     0.00    18315     0.00     0.00  Idtableput_36181
  0.00      3.70     0.00    18231     0.00     0.00  Newnodeit_33259
  0.00      3.70     0.00    17349     0.00     0.00  appendString
  0.00      3.70     0.00    16027     0.00     0.00  Simplestmt_47760
  0.00      3.70     0.00    15789     0.00     0.00  Lookupinrecord_36209
  0.00      3.70     0.00    15740     0.00     0.00  Lastson_33330
  0.00      3.70     0.00    14741     0.00     0.00  Lookupinrecordandbuildcheck_88731
  0.00      3.70     0.00    14430     0.00     0.00  Handlefloatrange_82896
  0.00      3.70     0.00    14333     0.00     0.00  Mangle_104255
  0.00      3.70     0.00    14161     0.00     0.00  Parseexprstmt_47452
  0.00      3.70     0.00    14148     0.00     0.00  Genrecordfieldaux_107397
  0.00      3.70     0.00    14103     0.00     0.00  Semdotexpr_86511
  0.00      3.70     0.00    14048     0.00     0.00  Semfieldaccess_88958
  0.00      3.70     0.00    14037     0.00     0.00  Makederef_88942
  0.00      3.70     0.00    14018     0.00     0.00  Genstmts_106329
  0.00      3.70     0.00    13847     0.00     0.00  Lastord_58004
  0.00      3.70     0.00    13584     0.00     0.00  Genderef_107317
  0.00      3.70     0.00    13393     0.00     0.00  Stacksize_8402
  0.00      3.70     0.00    13126     0.00     0.00  Genmagicexpr_110095
  0.00      3.70     0.00    12957     0.00     0.00  Semstmt_81096
  0.00      3.70     0.00    12726     0.00     0.00  Elemtype_58098
  0.00      3.70     0.00    12595     0.00     0.00  mulInt64
  0.00      3.70     0.00    12552     0.00     0.00  Newintnode_33231
  0.00      3.70     0.00    12412     0.00     0.00  mnewString
  0.00      3.70     0.00    12075     0.00     0.00  Gencall_108131
  0.00      3.70     0.00    11582     0.00     0.00  Genrecordfield_107425
  0.00      3.70     0.00    11510     0.00     0.00  Equalparams_58067
  0.00      3.70     0.00    11474     0.00     0.00  Lengthord_58007
  0.00      3.70     0.00    10929     0.00     0.00  Intliteral_106333
  0.00      3.70     0.00    10655     0.00     0.00  Getident_31018
  0.00      3.70     0.00    10439     0.00     0.00  Lastoptionentry_67049
  0.00      3.70     0.00    10311     0.00     0.00  Hashtree_66029
  0.00      3.70     0.00    10311     0.00     0.00  Nodetabletestorset_66023
  0.00      3.70     0.00    10310     0.00     0.00  Makecstring_103010
  0.00      3.70     0.00    10301     0.00     0.00  Rdcharloc_106676
  0.00      3.70     0.00    10279     0.00     0.00  asgnRefNoCycle
  0.00      3.70     0.00    10177     0.00     0.00  Parsestmt_47023
  0.00      3.70     0.00    10016     0.00     0.00  Treesequivalent_66159
  0.00      3.70     0.00     9858     0.00     0.00  Popinfocontext_25644
  0.00      3.70     0.00     9858     0.00     0.00  Pushinfocontext_25641
  0.00      3.70     0.00     9733     0.00     0.00  Samefile_18601
  0.00      3.70     0.00     9255     0.00     0.00  Popowner_33448
  0.00      3.70     0.00     9255     0.00     0.00  Pushowner_33445
  0.00      3.70     0.00     9222     0.00     0.00  Transformarrayaccess_127670
  0.00      3.70     0.00     8822     0.00     0.00  Searchtypeforaux_58601
  0.00      3.70     0.00     8749     0.00     0.00  Newintnodet_72024
  0.00      3.70     0.00     8592     0.00     0.00  Pushind_45271
  0.00      3.70     0.00     8479     0.00     0.00  Genasgn_114246
  0.00      3.70     0.00     8159     0.00     0.00  Semproctypenode_85917
  0.00      3.70     0.00     8085     0.00     0.00  Isordinaltype_58071
  0.00      3.70     0.00     7908     0.00     0.00  Getlabel_106298
  0.00      3.70     0.00     7727     0.00     0.00  Gethashstr_22031
  0.00      3.70     0.00     7381     0.00     0.00  Isgbcref_58849
  0.00      3.70     0.00     7302     0.00     0.00  Canformacycleaux_58885
  0.00      3.70     0.00     7260     0.00     0.00  Parseidentcolonequals_47592
  0.00      3.70     0.00     7168     0.00     0.00  Concretetype_82874
  0.00      3.70     0.00     7152     0.00     0.00  Int32literal_106341
  0.00      3.70     0.00     7128     0.00     0.00  Binaryexpr_106994
  0.00      3.70     0.00     7113     0.00     0.00  Semcommand_95983
  0.00      3.70     0.00     7068     0.00     0.00  Newsons_33333
  0.00      3.70     0.00     6862     0.00     0.00  Newidentnode_33248
  0.00      3.70     0.00     6850     0.00     0.00  Semasgn_92399
  0.00      3.70     0.00     6846     0.00     0.00  Fitnode_84029
  0.00      3.70     0.00     6352     0.00     0.00  Iterovernode_58505
  0.00      3.70     0.00     6277     0.00     0.00  Copytype_33288
  0.00      3.70     0.00     6255     0.00     0.00  Genrefassign_106694
  0.00      3.70     0.00     6166     0.00     0.00  Semidentvis_81048
  0.00      3.70     0.00     5980     0.00     0.00  asgnRefNoCycle
  0.00      3.70     0.00     5937     0.00     0.00  Getstring_45648
  0.00      3.70     0.00     5880     0.00     0.00  Copyidtable_33316
  0.00      3.70     0.00     5880     0.00     0.00  Generatetypeinstance_82615
  0.00      3.70     0.00     5880     0.00     0.00  Instantiatetype_81950
  0.00      3.70     0.00     5870     0.00     0.00  Newstrnodep_47206
  0.00      3.70     0.00     5752     0.00     0.00  Skipvar_58086
  0.00      3.70     0.00     5658     0.00     0.00  Copysym_33293
  0.00      3.70     0.00     5448     0.00     0.00  Indandcomment_47163
  0.00      3.70     0.00     5447     0.00     0.00  Fixlabel_106303
  0.00      3.70     0.00     5352     0.00     0.00  Binaryarith_107228
  0.00      3.70     0.00     5308     0.00     0.00  Containsgarbagecollectedref_58104
  0.00      3.70     0.00     5190     0.00     0.00  Manglerecfieldname_104756
  0.00      3.70     0.00     5189     0.00     0.00  Generateinstance_81925
  0.00      3.70     0.00     5189     0.00     0.00  Instantiategenericparamlist_82220
  0.00      3.70     0.00     5092     0.00     0.00  Setbaseflags_47354
  0.00      3.70     0.00     5000     0.00     0.00  Rawparseint_13847
  0.00      3.70     0.00     4999     0.00     0.00  Parsebiggestint_13206
  0.00      3.70     0.00     4885     0.00     0.00  Analyseobjectwithtypefield_58143
  0.00      3.70     0.00     4885     0.00     0.00  Analyseobjectwithtypefieldaux_58785
  0.00      3.70     0.00     4885     0.00     0.00  Genobjectinit_108595
  0.00      3.70     0.00     4688     0.00     0.00  Initvariable_111922
  0.00      3.70     0.00     4686     0.00     0.00  Assignlocalvar_106138
  0.00      3.70     0.00     4669     0.00     0.00  Evaltemplate_81323
  0.00      3.70     0.00     4669     0.00     0.00  Evaltemplateaux_81226
  0.00      3.70     0.00     4590     0.00     0.00  Namedtypeorexpr_47288
  0.00      3.70     0.00     4518     0.00     0.00  Genprocparams_104492
  0.00      3.70     0.00     4494     0.00     0.00  Namedtypeorexprlist_47295
  0.00      3.70     0.00     4452     0.00     0.00  Genprocheader_105284
  0.00      3.70     0.00     4345     0.00     0.00  Assignparam_106255
  0.00      3.70     0.00     4332     0.00     0.00  Gettemp_106073
  0.00      3.70     0.00     4266     0.00     0.00  Semarrayaccess_89410
  0.00      3.70     0.00     4176     0.00     0.00  Prepend_30043
  0.00      3.70     0.00     4040     0.00     0.00  Levalue_33388
  0.00      3.70     0.00     3900     0.00     0.00  Tohex_13195
  0.00      3.70     0.00     3838     0.00     0.00  Analyseifaddresstaken_87710
  0.00      3.70     0.00     3838     0.00     0.00  Newhiddenaddrtaken_87695
  0.00      3.70     0.00     3803     0.00     0.00  Sembranchexpr_85050
  0.00      3.70     0.00     3760     0.00     0.00  Getid_33211
  0.00      3.70     0.00     3709     0.00     0.00  Mustrehash_36216
  0.00      3.70     0.00     3569     0.00     0.00  Getstrlit_106369
  0.00      3.70     0.00     3555     0.00     0.00  Semset_84280
  0.00      3.70     0.00     3480     0.00     0.00  Addrloc_106663
  0.00      3.70     0.00     3460     0.00     0.00  Genifstmt_112164
  0.00      3.70     0.00     3367     0.00     0.00  Genseqelem_107932
  0.00      3.70     0.00     3359     0.00     0.00  Genconstexpr_110262
  0.00      3.70     0.00     3265     0.00     0.00  Isimportedtype_104634
  0.00      3.70     0.00     3237     0.00     0.00  Semsetconstr_90008
  0.00      3.70     0.00     3206     0.00     0.00  Semidentwithpragma_81054
  0.00      3.70     0.00     3185     0.00     0.00  Parseiforwhen_47512
  0.00      3.70     0.00     3147     0.00     0.00  Parseparamlist_47241
  0.00      3.70     0.00     3088     0.00     0.00  Parseroutine_47672
  0.00      3.70     0.00     3050     0.00     0.00  Semif_91692
  0.00      3.70     0.00     3001     0.00     0.00  Rdsetelemloc_109136
  0.00      3.70     0.00     2966     0.00     0.00  Astneeded_65041
  0.00      3.70     0.00     2955     0.00     0.00  Bitsetinit_63010
  0.00      3.70     0.00     2955     0.00     0.00  Tobitset_64001
  0.00      3.70     0.00     2933     0.00     0.00  Searchforproc_78004
  0.00      3.70     0.00     2933     0.00     0.00  Semprocaux_95271
  0.00      3.70     0.00     2932     0.00     0.00  Semproc_95831
  0.00      3.70     0.00     2872     0.00     0.00  Gensetconstr_110290
  0.00      3.70     0.00     2872     0.00     0.00  Gensetnode_106578
  0.00      3.70     0.00     2864     0.00     0.00  Binaryexprin_109168
  0.00      3.70     0.00     2864     0.00     0.00  Geninexpraux_107517
  0.00      3.70     0.00     2862     0.00     0.00  Newstrnode_33244
  0.00      3.70     0.00     2853     0.00     0.00  Cleanup_124040
  0.00      3.70     0.00     2853     0.00     0.00  Parsetoplevelstmt_47037
  0.00      3.70     0.00     2853     0.00     0.00  Processtransf_128229
  0.00      3.70     0.00     2811     0.00     0.00  Scancomment_45734
  0.00      3.70     0.00     2793     0.00     0.00  Myprocess_115496
  0.00      3.70     0.00     2793     0.00     0.00  Myprocess_96393
  0.00      3.70     0.00     2793     0.00     0.00  Verboseprocess_124013
  0.00      3.70     0.00     2784     0.00     0.00  Exprcoloneqexprlist_47335
  0.00      3.70     0.00     2766     0.00     0.00  Addinterfacedecl_68042
  0.00      3.70     0.00     2566     0.00     0.00  Gencheckedrecordfield_107525
  0.00      3.70     0.00     2510     0.00     0.00  Checkpar_90339
  0.00      3.70     0.00     2453     0.00     0.00  Getnimnode_105306
  0.00      3.70     0.00     2371     0.00     0.00  Existsfile_16218
  0.00      3.70     0.00     2356     0.00     0.00  Newproc_104152
  0.00      3.70     0.00     2318     0.00     0.00  Tofilename_25614
  0.00      3.70     0.00     2304     0.00     0.00  Genproc_106325
  0.00      3.70     0.00     2296     0.00     0.00  Con_30029
  0.00      3.70     0.00     2280     0.00     0.00  Addinterfaceoverloadablesymat_68046
  0.00      3.70     0.00     2280     0.00     0.00  Symtabaddat_36139
  0.00      3.70     0.00     2128     0.00     0.00  nimIntToStr
  0.00      3.70     0.00     2118     0.00     0.00  Getframedecl_114735
  0.00      3.70     0.00     2109     0.00     0.00  Parseexpr_47019
  0.00      3.70     0.00     2060     0.00     0.00  Transformconv_126772
  0.00      3.70     0.00     2051     0.00     0.00  Genvarstmt_111957
  0.00      3.70     0.00     2032     0.00     0.00  Newproccon_67046
  0.00      3.70     0.00     2002     0.00     0.00  Joinpath_16221
  0.00      3.70     0.00     1986     0.00     0.00  Transformcontinue_126215
  0.00      3.70     0.00     1986     0.00     0.00  Transformcontinueaux_126172
  0.00      3.70     0.00     1946     0.00     0.00  Gettypename_104312
  0.00      3.70     0.00     1901     0.00     0.00  Unaryexpr_107150
  0.00      3.70     0.00     1866     0.00     0.00  Isobjectsubtype_82902
  0.00      3.70     0.00     1830     0.00     0.00  Adddeclat_68032
  0.00      3.70     0.00     1830     0.00     0.00  Symtabadduniqueat_36150
  0.00      3.70     0.00     1826     0.00     0.00  Idnodetableput_36195
  0.00      3.70     0.00     1652     0.00     0.00  Parsevariable_47755
  0.00      3.70     0.00     1640     0.00     0.00  Equalgenericparams_78009
  0.00      3.70     0.00     1626     0.00     0.00  Isconstexpr_57016
  0.00      3.70     0.00     1593     0.00     0.00  Binaryarithoverflow_107235
  0.00      3.70     0.00     1583     0.00     0.00  Genaddr_107359
  0.00      3.70     0.00     1579     0.00     0.00  Setms_88619
  0.00      3.70     0.00     1553     0.00     0.00  Getcharacter_45672
  0.00      3.70     0.00     1526     0.00     0.00  Changetype_87143
  0.00      3.70     0.00     1513     0.00     0.00  Unaryarith_107294
  0.00      3.70     0.00     1504     0.00     0.00  Canformacyclenode_58891
  0.00      3.70     0.00     1482     0.00     0.00  Isobjectwithtypefieldpredicate_58752
  0.00      3.70     0.00     1478     0.00     0.00  Binarystmt_106895
  0.00      3.70     0.00     1465     0.00     0.00  Makerangetype_67082
  0.00      3.70     0.00     1465     0.00     0.00  Semarrayconstr_87316
  0.00      3.70     0.00     1429     0.00     0.00  Makevartype_67069
  0.00      3.70     0.00     1413     0.00     0.00  Getforwardstructformat_104720
  0.00      3.70     0.00     1357     0.00     0.00  Parsesection_47693
  0.00      3.70     0.00     1308     0.00     0.00  Whichkeyword_41530
  0.00      3.70     0.00     1240     0.00     0.00  Genrecordfieldsaux_104807
  0.00      3.70     0.00     1240     0.00     0.00  Getrecorddesc_105003
  0.00      3.70     0.00     1240     0.00     0.00  Getrecordfields_104996
  0.00      3.70     0.00     1222     0.00     0.00  Searchtypenodeforaux_58607
  0.00      3.70     0.00     1207     0.00     0.00  Skipgenericrange_58083
  0.00      3.70     0.00     1197     0.00     0.00  Semvartype_84335
  0.00      3.70     0.00     1145     0.00     0.00  Enumhaswholes_58074
  0.00      3.70     0.00     1133     0.00     0.00  Semvar_93117
  0.00      3.70     0.00     1100     0.00     0.00  Semanyref_84316
  0.00      3.70     0.00     1091     0.00     0.00  Finishtrystmt_111873
  0.00      3.70     0.00     1084     0.00     0.00  Parsetypedesck_47284
  0.00      3.70     0.00     1057     0.00     0.00  Gencast_109656
  0.00      3.70     0.00     1033     0.00     0.00  Evalop_72014
  0.00      3.70     0.00     1016     0.00     0.00  Parsetypedesckaux_47639
  0.00      3.70     0.00      997     0.00     0.00  Getescapedchar_45629
  0.00      3.70     0.00      934     0.00     0.00  Genvarprototype_106317
  0.00      3.70     0.00      934     0.00     0.00  Semincsucc_88242
  0.00      3.70     0.00      893     0.00     0.00  Canformacycle_58110
  0.00      3.70     0.00      893     0.00     0.00  Genwhilestmt_112231
  0.00      3.70     0.00      891     0.00     0.00  Gettypeforward_104723
  0.00      3.70     0.00      891     0.00     0.00  Pushtype_105095
  0.00      3.70     0.00      885     0.00     0.00  Gentypeinfo_105302
